user_id,place_id,rating
9,4141,5
10,4141,5
11,4141,5
12,4141,5
13,4141,4
14,4141,5
15,4141,5
16,4141,5
17,1132,5
18,1132,5
19,1132,5
20,1132,5
21,1132,4
22,1132,5
23,1132,5
24,1132,5
25,4395,5
26,4395,4
27,4395,5
16,4395,5
28,4395,5
29,4395,5
30,4395,5
31,4395,5
32,2938,2
33,2938,4
34,2938,5
35,2938,5
36,2938,5
37,2938,4
38,2938,5
39,2938,4
16,3879,5
40,3879,5
41,3879,5
42,3879,5
43,3879,5
44,3879,5
45,3879,5
46,3879,5
47,689,1
48,689,5
49,689,5
50,689,3
51,689,3
52,689,5
53,689,5
54,689,5
16,4481,5
55,4481,4
56,4481,2
57,4481,5
58,4481,5
59,4481,5
60,4481,4
51,4481,4
16,363,5
61,363,4
62,363,5
63,363,5
64,363,2
65,363,5
66,363,5
67,363,5
68,2805,2
69,2805,4
70,2805,4
71,2805,5
72,2805,4
73,2805,4
74,2805,3
75,2805,5
76,909,5
77,909,5
78,909,5
7,909,5
79,909,5
80,909,5
16,909,5
81,909,5
82,4142,4
83,4142,5
84,4142,4
85,4142,4
86,4142,5
87,4142,5
88,4142,4
89,4142,4
90,789,5
91,789,5
92,789,5
93,789,4
94,789,5
95,789,5
96,789,5
97,789,5
78,4254,5
7,4254,5
98,4254,5
99,4254,5
100,4254,5
101,4254,5
102,4254,5
103,4254,5
104,2994,5
105,2994,5
106,2994,5
107,2994,5
108,2994,5
109,2994,5
110,2994,5
111,2994,5
25,20,5
112,20,4
113,20,5
114,20,5
115,20,5
116,20,5
117,20,4
16,20,5
118,985,4
119,985,4
120,985,5
121,985,4
122,985,4
123,985,4
124,985,2
125,985,5
126,1537,5
127,1537,5
128,1537,3
129,1537,4
130,1537,5
131,1537,5
132,1537,5
133,1537,5
134,1949,4
135,1949,5
136,1949,5
137,1949,5
138,1949,4
139,1949,5
140,1949,5
141,1949,4
142,2817,5
16,2817,5
143,2817,5
144,2817,3
145,2817,5
146,2817,5
147,2817,5
148,2817,5
149,1966,5
150,1966,5
151,1966,5
152,1966,5
153,1966,5
154,1966,5
155,1966,5
156,1966,5
149,1966,5
150,1966,5
151,1966,5
152,1966,5
153,1966,5
154,1966,5
155,1966,5
156,1966,5
157,708,5
158,708,5
159,708,5
160,708,4
161,708,5
162,708,5
163,708,5
164,708,3
165,3163,4
166,3163,5
167,3163,5
168,3163,5
169,3163,5
170,3163,5
171,3163,5
172,3163,5
173,2846,5
174,2846,5
175,2846,5
176,2846,5
